DDM,EXP,val,subj_idx,gLen
drift,0,-0.18742273935824863,26,6
drift,oDel,0.04572496654139648,26,6
drift,cInfo,-0.12360566457761123,26,6
thresh,0,0.8235166449863952,26,6
thresh,oDel,5.427682714276897e-4,26,6
thresh,cInfo,0.03644241694084705,26,6
bias,0,0.10963211401317308,26,6
bias,oDel,0.01995752378312803,26,6
bias,cInfo,0.1563454466310836,26,6
drift,0,0.09679738538626285,26,1
drift,oDel,0.07603431505317776,26,1
drift,cInfo,0.29080163223401306,26,1
thresh,0,0.8948952661544083,26,1
thresh,oDel,-0.0029347830997116632,26,1
thresh,cInfo,-0.0031762403722445714,26,1
bias,0,-0.09927094962761673,26,1
bias,oDel,0.024709936099158097,26,1
bias,cInfo,0.0847638121967134,26,1
drift,0,-0.2044976188949762,27,6
drift,oDel,0.009338815772147412,27,6
drift,cInfo,-1.263949989705113,27,6
thresh,0,0.6627065398442763,27,6
thresh,oDel,-0.0010009202621721273,27,6
thresh,cInfo,0.008294168932725436,27,6
bias,0,-0.12147301343923494,27,6
bias,oDel,5.978064550757451e-4,27,6
bias,cInfo,-0.18609781608073206,27,6
drift,0,-0.20032079484420967,27,1
drift,oDel,0.037929573303667925,27,1
drift,cInfo,-0.35223504643685116,27,1
thresh,0,1.2574169745019914,27,1
thresh,oDel,9.861837401923415e-4,27,1
thresh,cInfo,-0.010152516507339589,27,1
bias,0,0.014267251564177297,27,1
bias,oDel,0.03812829004146967,27,1
bias,cInfo,0.1536576658066538,27,1
drift,0,-0.09649697718747452,28,6
drift,oDel,0.027941844066658714,28,6
drift,cInfo,-0.9611862724695127,28,6
thresh,0,1.0478379513808749,28,6
thresh,oDel,-0.0012012005489764489,28,6
thresh,cInfo,-0.022457565274486162,28,6
bias,0,-0.1375675919897124,28,6
bias,oDel,0.013586969960454665,28,6
bias,cInfo,0.24725722640070844,28,6
drift,0,-0.07977445556260411,28,1
drift,oDel,0.07070512414818789,28,1
drift,cInfo,-0.0031214545873699527,28,1
thresh,0,1.1513839902418714,28,1
thresh,oDel,0.001428220084218044,28,1
thresh,cInfo,0.046019119388756476,28,1
bias,0,-0.06035545519858293,28,1
bias,oDel,0.020204650132363246,28,1
